time,barometric_pressure,humidity,temperature,irradiance
18907,30.46,100,46,1.24
18606,30.46,100,46,1.23
18315,30.45,100,46,1.22
18004,30.45,99,46,1.22
17706,30.45,99,46,1.2
17404,30.45,100,45,1.21
17102,30.46,100,45,1.21
16804,30.45,101,45,1.2
16502,30.46,101,45,1.23
16202,30.45,101,45,1.22
15904,30.45,101,45,1.23
15302,30.46,101,46,1.23
15003,30.46,101,46,1.18
14702,30.46,101,46,1.19
14402,30.46,101,46,1.22
14104,30.46,101,46,1.23
13804,30.46,101,46,1.21
13505,30.46,101,46,1.25
13202,30.46,101,46,1.23
12902,30.46,101,46,1.18
12602,30.46,101,46,1.19
12304,30.46,101,46,1.22
12002,30.46,101,46,1.22
11703,30.46,101,46,1.19
11404,30.46,101,46,1.2
11104,30.46,101,46,1.2
10802,30.46,101,46,1.19
10505,30.46,100,46,1.22
10202,30.46,100,46,1.21
9903,30.46,100,46,1.22
9604,30.46,100,46,1.24
9303,30.47,99,46,1.22
9002,30.47,99,45,1.22
8705,30.47,98,45,1.16
8405,30.47,96,45,1.18
8104,30.47,94,45,1.19
7801,30.47,94,45,1.23
7502,30.47,94,45,1.21
7203,30.47,95,45,1.23
6904,30.48,98,45,1.2
6605,30.48,100,46,1.23
6302,30.48,101,46,1.21
6002,30.48,101,46,1.2
5705,30.48,101,47,1.23
5402,30.49,101,47,1.2
5105,30.49,101,47,1.25
4802,30.49,101,47,1.2
4502,30.49,101,47,1.18
4202,30.49,101,47,1.23
3904,30.49,101,47,1.23
3603,30.49,101,47,1.21
3303,30.49,101,47,1.2
3006,30.49,101,47,1.22
2705,30.49,101,47,1.18
2403,30.49,101,46,1.22
2105,30.49,101,46,1.23
1802,30.49,100,45,1.23
1502,30.49,100,45,1.2
1205,30.49,100,45,1.22
904,30.49,100,45,1.21
604,30.5,100,46,1.22
303,30.49,100,46,1.27
8,30.49,100,46,1.19
86105,30.5,100,47,1.21
85802,30.5,100,47,1.24
85505,30.5,100,47,1.19
85205,30.5,100,47,1.23
84907,30.5,100,47,1.2
84603,30.5,99,46,1.22
84306,30.5,99,46,1.23
84008,30.5,98,46,1.22
83705,30.5,96,45,1.22
83403,30.5,93,45,1.2
83102,30.5,89,44,1.22
82805,30.5,90,44,1.2
82501,30.5,95,44,1.21
82206,30.5,99,44,1.22
81903,30.5,100,45,1.21
81605,30.51,100,45,1.2
81304,30.51,100,46,1.2
81009,30.5,100,46,1.22
80703,30.51,100,46,1.23
80401,30.51,100,46,1.21
80105,30.51,100,45,1.25
79805,30.5,101,45,1.2
79503,30.5,101,45,1.2
79202,30.5,101,46,1.21
78903,30.5,101,46,1.21
78604,30.5,101,47,1.21
78302,30.5,101,47,1.24
78003,30.51,101,47,1.23
77704,30.5,101,47,1.21
77402,30.5,101,46,1.24
77105,30.5,101,46,1.25
76801,30.5,100,46,1.25
76503,30.5,100,46,1.22
76202,30.5,100,46,1.24
75902,30.5,100,46,1.17
75608,30.5,100,46,1.15
75304,30.5,99,46,1.23
75004,30.5,99,46,1.22
74702,30.5,99,45,1.2
74405,30.5,98,45,1.2
74101,30.5,97,45,1.2
73813,30.5,97,44,1.21
73505,30.5,98,44,1.19
73201,30.5,98,44,1.22
72907,30.5,99,45,1.21
72602,30.5,100,45,1.22
72308,30.5,100,46,1.19
72005,30.5,100,46,1.24
71704,30.5,100,46,1.2
71403,30.5,100,46,1.23
71105,30.49,100,46,1.23
70804,30.49,100,45,1.23
70504,30.49,100,45,1.22
70201,30.49,100,45,1.23
69905,30.49,100,46,1.22
69601,30.48,100,46,1.21
69301,30.48,100,46,1.22
69003,30.49,100,46,1.25
68702,30.48,100,46,1.2
68405,30.48,100,46,1.22
68101,30.48,100,46,1.22
67802,30.48,99,46,1.19
67502,30.48,99,46,1.2
67204,30.48,99,46,1.2
66905,30.48,98,46,1.22
66604,30.48,96,45,1.23
66305,30.48,93,45,1.2
66003,30.47,87,44,1.21
65701,30.47,85,44,1.21
65403,30.47,88,44,1.19
65103,30.47,92,44,1.21
64802,30.47,92,45,1.21
64501,30.47,90,45,1.22
64202,30.47,88,45,1.63
63901,30.47,91,45,3.3
63605,30.46,90,45,4.8
63303,30.46,86,45,11.5
63006,30.46,87,45,22.77
62703,30.46,91,44,37.67
62404,30.46,96,44,48.66
62102,30.46,98,44,61.02
61801,30.46,99,44,68.78
61502,30.46,99,44,66.37
61202,30.45,100,45,65.9
60903,30.45,100,45,71.85
60602,30.45,100,46,80.97
60303,30.45,100,46,95.16
60008,30.45,101,46,99.61
59701,30.45,101,46,160.2
59404,30.44,100,45,274.14
59105,30.44,100,45,144.55
58805,30.45,100,45,160.33
58502,30.45,100,46,97.65
58205,30.44,100,47,117.82
57902,30.44,100,47,200.33
57604,30.44,100,47,176.72
57302,30.44,100,47,163.47
57005,30.44,100,47,181
56704,30.44,100,48,118.75
56402,30.44,100,48,141.42
56105,30.44,100,48,168.45
55803,30.44,100,48,140.97
55502,30.44,100,48,181.81
55202,30.44,99,48,172.05
54903,30.44,99,49,201.28
54602,30.44,99,49,307.64
54301,30.44,99,49,388.03
54007,30.44,98,49,279.64
53702,30.44,97,49,268.84
53405,30.44,96,50,176.85
53105,30.44,94,52,209.25
52805,30.44,93,53,292.73
52505,30.44,91,53,438.57
52201,30.44,88,53,530.66
51903,30.44,83,54,394.6
51602,30.44,78,54,691.56
51305,30.44,77,54,831.29
51005,30.44,77,53,686.3
50708,30.44,81,52,834.4
50405,30.44,88,51,855.47
50101,30.45,95,49,801.54
49805,30.45,96,48,502.77
49508,30.45,98,49,354.12
49202,30.45,99,49,287.67
48902,30.45,98,49,423.61
48605,30.45,96,50,405.05
48302,30.45,96,51,463.83
48003,30.45,95,51,571.77
47703,30.45,96,51,638.78
47401,30.45,98,51,703.84
47103,30.45,99,51,501.11
46802,30.45,99,50,1051.84
46502,30.45,99,50,468.86
46205,30.46,99,50,214.89
45903,30.46,99,50,631.81
45605,30.46,99,50,456.36
45302,30.46,99,50,262.09
45002,30.46,99,50,497.62
44703,30.47,99,50,423.73
44402,30.47,98,50,556.7
44102,30.47,98,50,739.77
43803,30.47,97,50,631.79
43505,30.47,96,50,533.42
43203,30.47,97,50,964.75
42902,30.47,98,50,535.91
42605,30.47,97,50,532.16
42302,30.47,96,50,574.6
42001,30.47,94,51,447.83
41704,30.47,92,52,413.77
41402,30.47,90,52,649.44
41106,30.48,88,52,790.55
40805,30.47,82,52,671.52
40502,30.48,79,52,878.59
40202,30.48,76,53,802.54
39905,30.48,68,53,813.88
39602,30.48,68,53,842.14
39303,30.48,70,52,825.93
39002,30.48,80,50,836.3
38702,30.49,88,49,752.48
38402,30.49,94,49,346.83
38102,30.49,95,49,676.75
37805,30.49,94,50,406.4
37505,30.49,92,50,808.93
37205,30.49,92,50,696.41
36902,30.49,93,50,447.02
36617,30.49,91,50,519.7
36302,30.5,90,50,505.87
36005,30.49,88,51,473.85
35705,30.49,85,52,700.69
35405,30.49,84,52,685.18
35102,30.49,82,52,683.24
34805,30.49,76,52,657.96
34505,30.49,73,52,647.18
34202,30.49,66,52,609.45
33903,30.49,56,52,616.77
33601,30.49,59,51,594.32
33305,30.49,60,50,587.2
33002,30.49,72,49,564.75
32704,30.49,79,49,550.28
32405,30.49,87,48,523.8
32102,30.49,99,47,516.38
31804,30.49,99,47,487.17
31504,30.49,99,46,324.09
31202,30.48,99,46,440.24
30904,30.49,99,46,367.79
30604,30.48,98,46,316.82
30305,30.48,99,47,367.53
30003,30.48,99,47,331.67
29701,30.47,100,47,340.61
29403,30.48,100,47,344.56
29102,30.47,101,47,340.89
28802,30.47,101,47,310.49
28504,30.47,100,46,297.89
28202,30.47,100,46,123.95
27902,30.47,100,46,98.3
27602,30.47,100,46,99.19
27302,30.47,100,46,30.79
27002,30.47,100,45,75.13
26702,30.47,100,45,79.47
26403,30.47,100,45,58.91
26102,30.47,99,45,56.5
25803,30.47,99,45,48.93
25508,30.47,99,45,34.68
25205,30.47,99,45,29.42
24901,30.47,98,45,15.82
24602,30.46,97,45,14.29
24302,30.46,97,45,12.93
24002,30.46,96,44,9.75
23704,30.46,95,44,6.09
23402,30.45,94,44,4.78
23102,30.46,92,43,2.65
22803,30.46,85,43,1.19
22504,30.46,82,43,1.18
22201,30.45,73,42,1.21
21903,30.45,64,42,1.19
21603,30.45,64,42,1.18
21305,30.45,64,42,1.21
21001,30.45,65,42,1.2
20702,30.45,66,42,1.17
20403,30.45,66,42,1.18
20102,30.45,65,42,1.19
19801,30.45,70,41,1.18
19503,30.44,73,42,1.2
19202,30.45,80,42,1.2
18904,30.45,74,42,1.19
18601,30.44,77,42,1.21
18303,30.44,82,42,1.19
18002,30.44,86,42,1.19
17701,30.44,88,42,1.2
17401,30.44,89,42,1.2
17102,30.44,89,42,1.18
16803,30.44,90,42,1.2
16503,30.44,93,42,1.19
16201,30.44,97,42,1.18
15901,30.44,99,42,1.2
15603,30.44,100,43,1.2
15304,30.44,100,43,1.19
15004,30.44,99,43,1.16
14702,30.44,99,44,1.2
14402,30.44,99,44,1.21
14104,30.44,99,44,1.17
13802,30.44,99,44,1.21
13502,30.44,98,44,1.19
13204,30.44,98,44,1.17
12901,30.43,98,44,1.17
12604,30.44,97,44,1.2
12303,30.43,97,44,1.17
12005,30.43,96,44,1.21
11708,30.43,94,44,1.19
11402,30.43,92,43,1.21
11102,30.43,89,43,1.21
10803,30.44,80,42,1.18
10506,30.44,70,42,1.19
10202,30.44,68,42,1.2
9903,30.44,69,43,1.17
9602,30.44,68,43,1.2
9305,30.44,65,43,1.19
9002,30.44,61,43,1.21
8701,30.44,62,43,1.22
8401,30.44,62,43,1.21
8102,30.44,62,43,1.2
7804,30.44,63,42,1.16
7505,30.44,66,42,1.24
7202,30.44,68,42,1.22
6904,30.44,67,42,1.21
6602,30.45,67,43,1.22
6303,30.45,63,43,1.23
6001,30.45,65,42,1.22
5704,30.45,64,43,1.2
5404,30.45,62,43,1.19
5105,30.45,66,43,1.2
4802,30.46,63,42,1.22
4501,30.46,63,42,1.17
4203,30.46,64,43,1.23
3902,30.46,64,43,1.19
3604,30.46,65,43,1.22
3305,30.46,64,43,1.24
3002,30.46,68,43,1.23
2702,30.46,69,43,1.22
2401,30.46,70,42,1.18
2101,30.46,70,43,1.15
1801,30.46,73,43,1.18
1506,30.46,75,43,1.2
1201,30.46,77,43,1.18
905,30.46,84,43,1.21
601,30.46,87,43,1.19
309,30.46,88,44,1.2
7,30.46,89,44,1.2
86103,30.46,89,44,1.2
85802,30.46,92,44,1.2
85503,30.46,94,44,1.19
85204,30.46,94,44,1.21
84902,30.47,93,44,1.22
84601,30.47,93,44,1.21
84303,30.47,92,44,1.18
84002,30.47,90,44,1.21
83701,30.47,82,44,1.2
83404,30.47,84,44,1.21
83106,30.47,88,44,1.21
82801,30.47,92,44,1.21
82501,30.47,95,44,1.2
82205,30.48,95,44,1.19
81902,30.48,94,44,1.18
81601,30.48,93,44,1.19
81301,30.48,91,44,1.2
81002,30.48,90,44,1.2
80701,30.48,91,44,1.2
80401,30.48,94,44,1.2
80101,30.48,97,44,1.22
79803,30.47,98,44,1.22
79502,30.47,98,44,1.19
79204,30.47,98,44,1.24
78901,30.47,98,45,1.21
78601,30.47,98,45,1.17
78302,30.47,98,45,1.2
78002,30.47,98,45,1.22
77704,30.47,97,45,1.19
77401,30.47,96,45,1.18
77102,30.47,95,44,1.21
76805,30.47,95,44,1.21
76501,30.47,98,44,1.21
76202,30.46,99,44,1.22
75916,30.47,100,45,1.2
75603,30.47,100,45,1.21
75306,30.47,100,45,1.2
75002,30.47,100,46,1.2
74705,30.47,100,46,1.21
74401,30.47,100,46,1.18
74102,30.47,99,46,1.2
73805,30.46,99,46,1.19
73501,30.46,99,46,1.25
73201,30.47,99,46,1.23
72901,30.46,98,45,1.2
72603,30.46,97,45,1.22
72307,30.46,95,45,1.21
72003,30.46,94,45,1.2
71703,30.46,92,45,1.23
71402,30.46,91,44,1.21
71104,30.46,89,44,1.19
70805,30.46,89,44,1.19
70502,30.45,90,44,1.2
70202,30.46,91,44,1.21
69902,30.46,95,44,1.21
69601,30.45,96,45,1.2
69301,30.45,96,45,1.22
69006,30.45,96,45,1.21
68702,30.45,95,45,1.2
68401,30.45,94,45,1.21
68101,30.45,86,45,1.21
67803,30.45,82,44,1.21
67502,30.45,84,44,1.21
67203,30.45,79,44,1.21
66904,30.45,78,44,1.2
66604,30.44,75,44,1.21
66304,30.44,74,45,1.21
66003,30.44,72,44,1.21
65701,30.43,76,44,1.19
65402,30.43,82,44,1.17
65102,30.43,83,45,1.24
64801,30.43,80,45,1.21
64501,30.43,78,45,1.2
64205,30.43,77,46,1.68
63902,30.43,77,46,2.74
63601,30.43,73,46,5.31
63301,30.42,76,46,12.65
63002,30.42,81,47,20.64
62702,30.42,74,46,26.54
62403,30.42,89,46,30.11
62104,30.42,91,46,38.42
61802,30.42,90,47,48.14
61504,30.42,88,47,65.3
61201,30.42,87,47,85.88
60902,30.42,89,47,92.48
60602,30.42,86,47,100.31
60306,30.41,89,48,108.82
60001,30.41,86,48,131.94
59702,30.41,85,49,237.18
59402,30.41,80,49,146.9
59104,30.41,72,49,156.63
58805,30.41,69,50,161.47
58505,30.41,67,50,189.01
58203,30.41,77,50,247.17
57903,30.4,78,50,277.87
57601,30.4,82,50,243.56
57305,30.4,82,50,220.67
57004,30.4,80,50,217.71
56701,30.4,84,50,205.47
56402,30.4,86,50,214.36
56105,30.4,82,50,230.9
55502,30.4,82,51,269.62
55201,30.4,83,51,308.28
54902,30.4,80,51,342.88
54602,30.4,83,51,311.76
54302,30.4,83,51,399.28
54002,30.4,85,51,393.99
53707,30.4,83,51,482.56
53402,30.4,87,51,476.84
53102,30.4,90,51,624.23
52803,30.4,86,51,507.56
52501,30.4,88,51,589.52
52204,30.4,87,51,617.41
51901,30.4,86,51,532.95
51602,30.4,84,51,441.96
51301,30.4,84,52,522.34
51003,30.4,87,52,535.45
50702,30.4,87,52,650.48
50403,30.4,84,52,828.22
50102,30.4,85,52,699.32
49802,30.4,84,52,769.42
49501,30.4,80,53,724.06
49204,30.4,82,53,737.83
48902,30.4,85,53,734.79
48602,30.4,84,52,789.67
48301,30.41,87,51,799.03
48004,30.41,83,51,789.96
47702,30.41,83,52,810.29
47402,30.41,84,52,791.52
47102,30.41,81,52,839.66
46801,30.41,81,52,857.17
46501,30.42,84,52,868.44
46205,30.42,90,52,759.27
45905,30.42,89,53,792.74
45601,30.42,83,52,869.99
45302,30.42,86,52,857.33
45003,30.42,85,52,818.65
44701,30.42,86,53,829.09
44401,30.42,85,52,785.44
44101,30.42,84,52,812.52
43802,30.42,85,52,828.68
43505,30.43,88,52,766.92
43201,30.43,87,52,804.32
42901,30.43,88,52,880.51
42605,30.43,87,52,854.98
42306,30.43,87,52,848.66
42004,30.43,85,51,883.43
41702,30.43,89,51,855.6
41402,30.43,92,50,870.65
41101,30.43,92,50,820.83
40802,30.43,92,51,886.21
40501,30.43,91,51,548.63
40204,30.43,92,51,878.06
39902,30.43,91,52,749.9
39607,30.44,90,52,842.28
39304,30.44,90,51,811.12
39008,30.44,91,51,826.21
38702,30.44,90,51,755.36
38402,30.44,90,52,722.54
38104,30.44,90,52,771.95
37802,30.45,90,52,735.82
37505,30.45,89,52,770.09
37204,30.45,88,52,762.28
36902,30.45,90,51,739.13
36602,30.45,91,51,734.35
36301,30.45,91,50,730.98
36001,30.45,91,51,686.16
35702,30.45,90,51,696.2
35404,30.45,88,51,687.23
35105,30.45,85,51,670.89
34802,30.45,85,51,655.52
34502,30.45,85,51,642.07
34204,30.45,82,51,626.15
33905,30.45,89,50,611.27
33602,30.45,93,50,595.26
33301,30.45,93,50,566.6
33004,30.45,92,50,562.53
32702,30.46,92,50,543.81
32402,30.45,92,49,527.5
32101,30.45,91,49,511.26
31801,30.45,89,49,497.36
31503,30.45,89,49,402
31205,30.45,86,49,475.59
30901,30.45,85,48,451.42
30605,30.45,92,47,417.54
30302,30.45,99,47,406.29
30002,30.45,99,47,365.84
29704,30.45,100,46,312.62
29401,30.45,100,46,358.57
29106,30.45,100,45,291.33
28802,30.45,100,45,250.98
28502,30.44,101,45,264.64
28202,30.44,101,44,72.38
27903,30.44,101,44,115.95
27601,30.44,101,44,143.49
27302,30.44,100,45,100.08
27001,30.43,100,45,49.61
26704,30.43,100,45,48.33
26404,30.43,100,45,57.18
26103,30.42,100,45,34.45
25802,30.43,100,45,27.62
25501,30.42,100,44,24.93
25202,30.42,100,44,20.08
24905,30.42,100,44,18.66
24601,30.42,99,44,20.14
24302,30.42,98,43,11.9
24002,30.42,97,43,7.2
23701,30.42,94,42,4.7
23404,30.42,90,42,4.3
23101,30.42,89,41,1.53
22801,30.41,88,41,1.17
22504,30.41,88,41,1.18
22202,30.41,88,41,1.19
21902,30.41,90,40,1.2
21604,30.4,89,40,1.19
21302,30.4,90,40,1.19
21003,30.4,86,41,1.16
20701,30.4,84,41,1.15
20401,30.4,83,41,1.21
20102,30.4,81,41,1.2
19803,30.4,82,41,1.22
19502,30.39,84,41,1.18
19202,30.39,89,41,1.2
18901,30.39,91,41,1.18
18601,30.39,92,41,1.21
18302,30.39,91,41,1.2
18004,30.39,90,41,1.2
17704,30.39,90,41,1.21
17402,30.39,89,41,1.18
17105,30.39,87,41,1.19
16804,30.39,85,41,1.17
16502,30.39,83,41,1.17
16202,30.39,83,41,1.18
15902,30.39,86,40,1.17
15601,30.39,89,40,1.17
15302,30.4,90,40,1.18
15002,30.39,95,41,1.2
14702,30.39,95,41,1.2
14401,30.4,94,41,1.17
14105,30.4,92,41,1.2
13805,30.4,90,41,1.22
13502,30.4,86,41,1.19
13204,30.39,86,40,1.18
12902,30.39,86,40,1.18
12601,30.39,85,40,1.19
12305,30.39,85,41,1.19
12002,30.4,82,41,1.16
11704,30.4,80,41,1.21
11405,30.4,77,41,1.18
11105,30.4,76,41,1.17
10801,30.4,78,42,1.2
10502,30.39,76,42,1.16
10202,30.4,77,42,1.18
9901,30.4,77,42,1.16
9601,30.4,82,42,1.17
9301,30.39,85,42,1.19
9004,30.39,90,42,1.19
8702,30.39,99,42,1.21
8402,30.39,100,43,1.18
8104,30.4,101,44,1.19
7804,30.4,101,44,1.23
7502,30.4,101,44,1.19
7202,30.4,101,45,1.24
6901,30.4,101,44,1.18
6601,30.4,101,44,1.18
6302,30.4,100,44,1.2
6004,30.4,100,44,1.22
5702,30.4,100,44,1.18
5404,30.4,100,43,1.16
5101,30.4,99,43,1.19
4801,30.4,99,42,1.2
4502,30.41,97,42,1.16
4202,30.41,96,42,1.17
3902,30.41,95,42,1.22
3604,30.42,93,42,1.19
3302,30.42,86,41,1.21
3002,30.41,84,41,1.18
2704,30.42,81,41,1.18
2404,30.42,78,41,1.19
2101,30.42,79,41,1.17
1801,30.42,84,41,1.17
1502,30.42,88,41,1.16
1202,30.42,92,41,1.2
901,30.42,93,41,1.18
602,30.43,93,41,1.18
301,30.43,93,41,1.16
2,30.43,89,41,1.2
86101,30.43,82,40,1.17
85801,30.43,78,40,1.18
85501,30.43,79,40,1.18
85205,30.43,81,40,1.17
84902,30.43,83,40,1.18
84601,30.44,83,40,1.2
84304,30.44,84,41,1.21
84005,30.44,88,40,1.19
83701,30.44,100,40,1.21
83404,30.44,101,41,1.16
83102,30.44,101,41,1.15
82801,30.44,101,41,1.19
82507,30.44,101,42,1.19
82202,30.44,101,42,1.17
81901,30.44,101,43,1.21
81602,30.44,101,43,1.19
81302,30.44,101,43,1.19
81001,30.44,101,43,1.23
80703,30.44,101,43,1.2
80403,30.44,101,43,1.19
80104,30.44,101,43,1.2
79801,30.44,101,43,1.21
79501,30.44,101,43,1.2
79201,30.44,101,43,1.19
78902,30.44,101,42,1.2
78602,30.44,101,42,1.21
78302,30.44,101,42,1.15
78004,30.44,101,42,1.16
77702,30.44,101,43,1.2
77406,30.44,101,43,1.19
77104,30.44,101,43,1.19
76801,30.44,101,43,1.19
76501,30.44,101,43,1.21
76202,30.44,101,43,1.19
75902,30.44,101,43,1.21
75601,30.44,100,43,1.18
75305,30.44,100,43,1.22
75001,30.44,100,43,1.21
74701,30.44,100,43,1.22
74402,30.44,100,42,1.2
74102,30.44,99,42,1.18
73801,30.44,99,42,1.19
73504,30.44,98,41,1.19
73204,30.44,98,41,1.2
72905,30.44,97,41,1.22
72603,30.44,96,41,1.18
72303,30.44,95,41,1.19
72003,30.44,92,41,1.17
71703,30.44,89,41,1.2
71403,30.44,76,41,1.18
71101,30.44,71,41,1.19
70804,30.44,67,42,1.2
70502,30.44,66,42,1.24
70202,30.44,64,41,1.15
69902,30.43,66,42,1.24
69601,30.43,67,41,1.2
69302,30.43,75,41,1.21
69001,30.43,90,41,1.18
68704,30.43,92,41,1.18
68403,30.43,88,42,1.17
68104,30.42,76,43,1.21
67802,30.42,64,44,1.18
67506,30.42,60,44,1.21
67205,30.42,64,44,1.23
66904,30.42,64,43,1.22
66601,30.42,69,43,1.22
66302,30.42,69,44,1.2
66002,30.42,70,44,1.2
65704,30.41,71,44,1.2
65404,30.42,73,43,1.19
65105,30.41,76,44,1.21
64802,30.41,76,43,1.21
64502,30.41,84,43,1.22
64201,30.42,99,43,1.89
63901,30.42,99,43,3.03
63603,30.42,99,43,4.4
63302,30.42,99,44,7.05
63002,30.41,98,44,9.08
62702,30.41,98,44,10.34
62404,30.41,98,44,11.66
62101,30.41,98,44,13.05
61801,30.41,98,45,14.87
61502,30.41,96,45,26.61
61202,30.41,95,46,61.62
60904,30.4,95,46,131.15
60604,30.4,96,46,148.14
60304,30.4,97,46,198.31
60001,30.4,97,45,61.36
59702,30.39,96,45,74.65
59401,30.39,97,46,113.57
59102,30.39,97,46,129.12
58804,30.39,97,46,108.39
58501,30.39,97,47,216.88
58204,30.39,98,47,295.29
57902,30.39,97,47,118.67
57602,30.39,96,48,271.4
57301,30.39,96,49,258.93
57001,30.39,95,48,487.44
56702,30.39,96,48,444.03
56405,30.39,97,48,536.14
56102,30.39,97,48,525.79
55802,30.39,98,48,184.87
55501,30.39,99,48,603.1
55202,30.39,99,48,290.15
54901,30.39,100,48,220.53
54602,30.39,99,48,494.18
54302,30.38,99,48,571.4
54001,30.38,99,49,223.2
53701,30.38,98,49,414.37
53403,30.38,98,48,726.91
53102,30.38,98,48,399.77
52804,30.39,99,48,473.96
52502,30.39,99,48,501.77
52204,30.39,99,48,312.76
51902,30.38,98,48,544.68
51603,30.38,98,49,429.23
51302,30.38,98,50,370.49
51002,30.38,98,50,330.8
50704,30.38,99,50,981.39
50402,30.38,100,50,888.06
50102,30.38,100,50,893.06
49802,30.38,100,49,576.22
49504,30.39,100,50,488.35
49202,30.39,100,50,443.02
48902,30.39,101,49,478.35
48602,30.39,101,49,509.68
48301,30.39,101,49,428.46
48004,30.39,101,49,361.22
47702,30.39,101,48,412.07
47404,30.39,101,49,333.93
47102,30.4,102,49,411.19
46801,30.4,102,48,399.75
46502,30.4,102,48,798.04
46202,30.4,102,48,987.16
45901,30.4,102,48,552.98
45602,30.4,102,48,328.34
45303,30.4,102,48,500.53
45002,30.4,102,48,387.11
44704,30.41,102,48,329.41
44405,30.41,102,49,459.87
44102,30.41,102,49,539.28
43804,30.41,102,49,604
43501,30.41,102,48,314.43
43205,30.42,102,49,364.62
42901,30.42,102,48,606.84
42605,30.42,102,48,355.08
42301,30.42,101,48,246.03
42002,30.42,101,48,296.82
41701,30.42,101,48,301.68
41402,30.42,101,48,284.46
41102,30.42,101,48,368.9
40802,30.42,101,48,249.2
40501,30.42,101,49,298.23
40202,30.43,101,49,357.99
39902,30.43,101,49,378.9
39605,30.43,101,49,376.56
39305,30.43,101,49,333.04
39004,30.43,101,50,195.72
38702,30.43,101,50,244.62
38402,30.43,102,50,480.6
38102,30.43,102,50,434.63
37802,30.43,102,50,445.51
37502,30.44,102,49,233.02
37202,30.43,102,49,640.66
36904,30.44,102,49,734.32
36605,30.44,102,48,541.2
36302,30.44,102,48,427.35
36002,30.44,102,48,218.27
35701,30.44,102,49,277.96
35404,30.44,102,49,361.79
35101,30.44,103,49,345.64
34802,30.44,103,49,420.64
34503,30.44,102,49,537.79
34204,30.44,102,48,545.99
33901,30.44,102,49,136.77
33601,30.44,103,49,369.68
33302,30.44,103,49,373.9
33010,30.44,103,49,362.11
32702,30.44,103,49,431.02
32401,30.44,103,48,492.5
32103,30.44,103,48,302.01
31805,30.44,103,48,195.81
31505,30.44,103,48,128.2
31205,30.44,103,48,278.23
30901,30.44,103,48,202.34
30602,30.44,103,48,128.46
30302,30.44,103,48,135.66
30002,30.44,103,48,175.04
29701,30.44,103,48,141.4
29401,30.44,103,48,134.12
29101,30.44,103,48,97.3
28804,30.43,103,48,97.3
28504,30.43,103,48,101.12
28202,30.43,103,47,90.44
27902,30.43,103,47,108.5
27601,30.43,103,47,79.7
27302,30.43,103,47,89.08
27002,30.44,103,47,78.7
26702,30.44,103,47,53.32
26404,30.43,103,47,49.33
26101,30.43,103,47,47.63
25803,30.43,103,47,39.31
25505,30.43,103,47,35.34
25201,30.43,103,46,29.27
24902,30.43,103,46,21.5
24601,30.43,103,46,12.39
24301,30.43,103,46,8.55
24003,30.43,103,46,5.04
23705,30.43,103,45,2.68
23404,30.43,103,45,1.63
23102,30.43,103,45,1.2
22802,30.42,103,45,1.19
22501,30.43,103,45,1.22
22202,30.43,103,44,1.21
21903,30.42,102,44,1.2
21605,30.42,102,44,1.18
21302,30.42,102,44,1.17
21001,30.42,102,44,1.22
20701,30.42,102,44,1.19
20407,30.41,102,44,1.17
20101,30.41,102,44,1.22
19801,30.41,102,44,1.21
19505,30.41,102,44,1.21
19202,30.41,102,45,1.2
18903,30.41,102,45,1.21
18602,30.4,102,45,1.21
18304,30.4,102,45,1.23
18003,30.4,102,45,1.21
17702,30.4,102,45,1.23
17404,30.4,102,45,1.21
17104,30.4,102,45,1.2
16802,30.4,102,46,1.22
16502,30.4,102,46,1.22
16202,30.4,102,46,1.24
15904,30.4,102,46,1.2
15601,30.4,103,46,1.18
15302,30.4,103,46,1.21
15003,30.4,103,46,1.24
14704,30.4,102,46,1.15
14401,30.4,102,46,1.23
14104,30.4,102,46,1.15
13802,30.4,102,46,1.24
13505,30.4,102,45,1.23
13201,30.4,102,45,1.21
12901,30.4,102,45,1.2
12601,30.4,102,45,1.21
12303,30.4,102,46,1.21
12002,30.4,102,46,1.2
11701,30.4,102,46,1.21
11402,30.4,102,46,1.19
11102,30.41,102,46,1.19
10802,30.41,102,46,1.21
10501,30.41,102,46,1.22
10202,30.41,102,46,1.2
9902,30.41,102,46,1.24
9602,30.41,102,46,1.2
9302,30.41,102,46,1.23
9002,30.41,102,47,1.24
8706,30.41,102,47,1.18
8401,30.41,102,47,1.24
8101,30.41,102,47,1.2
7803,30.41,102,47,1.21
7502,30.41,102,47,1.17
7201,30.41,102,47,1.2
6904,30.41,102,47,1.22
6602,30.42,102,48,1.21
6305,30.42,102,48,1.22
6005,30.42,102,48,1.21
5702,30.42,102,48,1.21
5402,30.42,102,48,1.22
5101,30.42,102,48,1.21
4801,30.42,102,48,1.21
4502,30.42,102,48,1.22
4202,30.42,102,48,1.21
3904,30.42,102,48,1.19
3601,30.42,102,48,1.23
3302,30.43,102,48,1.21
3002,30.43,102,48,1.22
2701,30.43,102,48,1.21
2402,30.43,102,48,1.21
2105,30.43,102,48,1.21
1802,30.43,102,48,1.21
1502,30.43,102,48,1.22
1205,30.43,102,48,1.21
902,30.43,102,48,1.2
601,30.43,102,48,1.23
302,30.43,102,48,1.21
1,30.43,102,48,1.2
86102,30.43,102,48,1.19
85802,30.43,102,48,1.21
85504,30.43,102,48,1.2
85201,30.43,102,48,1.22
84902,30.43,102,48,1.21
84604,30.43,102,48,1.17
84304,30.43,102,48,1.23
